method,seed,latent_dim,beta,n_clusters,silhouette,calinski_harabasz,davies_bouldin,ari,nmi,purity,n_samples_silhouette
vae_kmeans,44,8,0.5,11,0.11344421654939651,754.8938160604032,1.822507895008435,0.03366551318092668,0.12827216627753693,0.5904409559044096,3000
vae_gmm,44,8,0.5,11,0.03921021893620491,453.6819370102338,2.476365821214452,0.071923479272245,0.1629463683764206,0.5775422457754225,3000
vae_kmeans,44,8,0.5,12,0.11415629088878632,728.0479650224942,1.7885741696707287,0.03492341350913538,0.1303518490072108,0.5878412158784122,3000
vae_gmm,44,8,0.5,12,0.028743591159582138,365.5775659414332,3.9257089497933553,0.05515351418154576,0.15459110536831966,0.5849415058494151,3000
vae_kmeans,44,8,0.5,13,0.11761493235826492,706.2136005931915,1.7024573126218807,0.028004958728344655,0.1303936007146264,0.5889411058894111,3000
vae_gmm,44,8,0.5,13,0.030743977054953575,342.4948306090222,3.7442393044988997,0.06123379778276077,0.1661296436406323,0.583041695830417,3000
vae_kmeans,44,8,0.5,14,0.11263367533683777,683.2755198261013,1.7352226850280528,0.026422914219928335,0.12005200564721236,0.585941405859414,3000
vae_gmm,44,8,0.5,14,0.02805936150252819,304.4030103476751,4.015624126296173,0.05194742224390901,0.15713477766309453,0.5815418458154185,3000
vae_kmeans,44,8,0.5,15,0.11172083765268326,666.8861184803924,1.686116816754246,0.023176783236741005,0.12318736437675458,0.585041495850415,3000
vae_gmm,44,8,0.5,15,0.025340037420392036,337.34150145561466,2.7902957795599117,0.0524682848660378,0.14751476720679424,0.5791420857914209,3000
vae_kmeans,44,8,1.0,2,0.18787822127342224,2302.185514437863,1.9543655258530044,0.0009754119749742063,0.0036882965994131413,0.531946805319468,3000
vae_gmm,44,8,1.0,2,0.1315329223871231,980.8977657038353,2.832745305288269,0.16399480068765265,0.1595173492615627,0.531946805319468,3000
vae_kmeans,44,8,1.0,3,0.18081516027450562,2131.182768641306,1.6834194923557237,0.0008377792518127342,0.0020373573097310833,0.531946805319468,3000
vae_gmm,44,8,1.0,3,0.11475250124931335,1218.7407850517914,2.3435629141054104,0.14044038498527106,0.17630356958916657,0.531946805319468,3000
vae_kmeans,44,8,1.0,4,0.1838533729314804,2053.016985610866,1.5726898969470775,0.013089911835753483,0.016143033896108976,0.531946805319468,3000
vae_gmm,44,8,1.0,4,0.127600759267807,1339.3732180068096,1.9657386745107486,0.12669948939168996,0.2060376200670679,0.5600439956004399,3000
vae_kmeans,44,8,1.0,5,0.20210115611553192,2032.2730065722837,1.3947101332889202,0.06420037758724464,0.153408413957213,0.5556444355564444,3000
vae_gmm,44,8,1.0,5,0.09833835810422897,1133.465645869566,1.9621123983626443,0.13180350659644358,0.17707461738916264,0.5675432456754325,3000
vae_kmeans,44,8,1.0,6,0.2007780522108078,1995.163171759494,1.3570924623658467,0.0685917746239057,0.15424804371987136,0.5976402359764024,3000
vae_gmm,44,8,1.0,6,0.11519906669855118,1388.744189609089,1.7494625804036907,0.07434494202878347,0.186361324231951,0.5723427657234277,3000
vae_kmeans,44,8,1.0,7,0.2007705122232437,1937.2937487046381,1.3323423269229373,0.0587816024483752,0.14486926305920833,0.5955404459554045,3000
vae_gmm,44,8,1.0,7,0.11092065274715424,1334.4395846788593,1.6626912833434506,0.06335837840954663,0.18450928009800857,0.571942805719428,3000
vae_kmeans,44,8,1.0,8,0.20645764470100403,1899.7595512658584,1.2816907843779015,0.051831130618916324,0.13687697538421656,0.5924407559244076,3000
vae_gmm,44,8,1.0,8,0.12528547644615173,1412.30056918062,1.5344378754821273,0.06978298886139131,0.1897456500614443,0.6015398460153984,3000
vae_kmeans,44,8,1.0,9,0.19690962135791779,1829.9415028171532,1.3224383244112228,0.041607209903974776,0.1344450000458592,0.591040895910409,3000
vae_gmm,44,8,1.0,9,0.11925706267356873,1374.924571487203,1.5054006486828322,0.06137757137236966,0.184182863858911,0.6020397960203979,3000
vae_kmeans,44,8,1.0,10,0.19577442109584808,1766.3595819448512,1.3266725025696506,0.04424350797470597,0.13409502466351278,0.5996400359964004,3000
vae_gmm,44,8,1.0,10,0.11141043901443481,1288.8922078015971,1.5050976681397017,0.05811996491899089,0.17944305853520115,0.6012398760123988,3000
vae_kmeans,44,8,1.0,11,0.19344857335090637,1697.117817713858,1.338565183646799,0.03728099952395505,0.13190951512089713,0.5974402559744025,3000
vae_gmm,44,8,1.0,11,0.0998874381184578,1228.246891587549,1.5436184379683313,0.05267858088458279,0.1810167894564408,0.6034396560343965,3000
vae_kmeans,44,8,1.0,12,0.19510811567306519,1630.2788851275686,1.3438608510490493,0.03505929910088506,0.12874669587750615,0.5964403559644036,3000
vae_gmm,44,8,1.0,12,0.08614031225442886,1169.3277359484657,1.688690224611548,0.04555503850443333,0.17307018229985696,0.5989401059894011,3000
vae_kmeans,44,8,1.0,13,0.19489404559135437,1578.169953398293,1.323239688781253,0.036945113747832894,0.12748905601585184,0.6023397660233977,3000
vae_gmm,44,8,1.0,13,0.08763592690229416,1100.4920487007082,1.7012073177452716,0.04373380663381282,0.17038303662501506,0.6027397260273972,3000
vae_kmeans,44,8,1.0,14,0.18874788284301758,1531.8009662062777,1.3116782380586132,0.03264655666991801,0.12289369983490268,0.6023397660233977,3000
vae_gmm,44,8,1.0,14,0.08498192578554153,1069.1149553482583,1.7969118551199337,0.0467177361352575,0.17395879033908418,0.6065393460653935,3000
vae_kmeans,44,8,1.0,15,0.18292860686779022,1488.2452571514123,1.3602892017656008,0.03133563016544873,0.12275860647128897,0.6008399160083991,3000
vae_gmm,44,8,1.0,15,0.08486559987068176,1039.1275689976183,1.6922514793094057,0.04067849939160412,0.16608192498218236,0.6059394060593941,3000
pca_kmeans,44,8,,2,0.14140310883522034,1702.0522891971207,2.3318265379603496,0.0009408011147663017,0.0028394174341990013,0.531946805319468,3000
pca_gmm,44,8,,2,0.04303217679262161,478.4767314609799,4.28840783635384,0.12524758796646399,0.10575838400060215,0.531946805319468,3000
pca_kmeans,44,8,,3,0.12106253951787949,1409.4616572679527,2.2084172269209135,0.0006523525951975034,0.001210242796521477,0.531946805319468,3000
pca_gmm,44,8,,3,0.05889813229441643,407.1164838090833,4.679935082519003,0.10811134527070705,0.15732642717803388,0.5343465653434657,3000
pca_kmeans,44,8,,4,0.11654960364103317,1285.4058814176185,2.127887996879104,0.011314932352516714,0.016022954664031384,0.531946805319468,3000
pca_gmm,44,8,,4,0.04983176663517952,598.2947064326983,3.517937918071861,0.05259271264361796,0.11058499306470222,0.531946805319468,3000
pca_kmeans,44,8,,5,0.11550579965114594,1172.4150193569208,2.0364419935668145,0.02897212949842871,0.031823898622038806,0.5774422557744225,3000
pca_gmm,44,8,,5,0.03653901070356369,546.837076115399,3.427419688960618,0.0773715684364664,0.14199388625272466,0.5642435756424358,3000
pca_kmeans,44,8,,6,0.11174061894416809,1073.8879798898565,1.9778001322744967,0.025707887980980424,0.031132005903155333,0.5763423657634237,3000
pca_gmm,44,8,,6,0.014277875423431396,437.8358717742716,3.4547750012493874,0.06401737707801025,0.15154429601227265,0.5708429157084292,3000
pca_kmeans,44,8,,7,0.111774742603302,1002.6080612010977,1.8939198728533921,0.02225801426070269,0.031032221867174605,0.5737426257374263,3000
pca_gmm,44,8,,7,0.01591012068092823,498.95385488304726,3.300506655080155,0.05291432255073757,0.13356462603067307,0.5691430856914309,3000
pca_kmeans,44,8,,8,0.11546313762664795,953.1948402758832,1.8275519277294152,0.05248882285418453,0.11945029735505809,0.5906409359064093,3000
pca_gmm,44,8,,8,0.026865849271416664,502.8722384705319,3.1656286479479308,0.06121966028641795,0.17031926042986087,0.5974402559744025,3000
pca_kmeans,44,8,,9,0.11294954270124435,903.8325018880797,1.8305545654329096,0.04232979511745333,0.1154721627032036,0.5881411858814118,3000
pca_gmm,44,8,,9,0.032890137284994125,527.165332744635,3.1471583535140533,0.056691561662292465,0.151862758676508,0.5938406159384062,3000
pca_kmeans,44,8,,10,0.11514256149530411,857.9359776032152,1.769192270076268,0.035521114956618846,0.11466825193781469,0.5864413558644136,3000
pca_gmm,44,8,,10,0.07490508258342743,663.5454844550101,2.1738308722362403,0.03966104081375993,0.1363214321146469,0.5856414358564144,3000
pca_kmeans,44,8,,11,0.10867295414209366,814.6253873161195,1.8156412626093306,0.03626528501597693,0.11423389054722419,0.591940805919408,3000
pca_gmm,44,8,,11,0.04924590140581131,561.6153108567538,2.4620514597301795,0.04518986391342371,0.1404368444707855,0.5904409559044096,3000
pca_kmeans,44,8,,12,0.10138193517923355,775.7362753456755,1.861009195005094,0.032567249244429594,0.10950300662372142,0.5903409659034097,3000
pca_gmm,44,8,,12,0.04076234996318817,547.156635336528,2.5079181505119137,0.04024679085981135,0.13653831476356365,0.5898410158984102,3000
pca_kmeans,44,8,,13,0.10227319598197937,741.1666941608482,1.8535951069649736,0.03218546729541182,0.10944571515495391,0.5958404159584042,3000
pca_gmm,44,8,,13,0.041270237416028976,495.2564547900156,2.5033473661895322,0.037997291792462445,0.1353145303199136,0.5832416758324167,3000
pca_kmeans,44,8,,14,0.09868421405553818,710.8488082761783,1.926175875552973,0.02552794124184767,0.10398011693907751,0.5878412158784122,3000
pca_gmm,44,8,,14,0.025191446766257286,463.1032010894159,2.5864258485487315,0.04626299810813866,0.14584592407802924,0.5822417758224178,3000
pca_kmeans,44,8,,15,0.10161462426185608,686.6959074307856,1.7992667361882977,0.027597000189927726,0.10473746758077382,0.5962403759624038,3000
pca_gmm,44,8,,15,0.014126370660960674,391.37030621763853,2.6633421070242176,0.034240531984080516,0.12821440384697444,0.5797420257974203,3000
vae_kmeans,44,16,0.01,2,0.08166826516389847,925.6512113890362,3.203565168736041,0.000626357006944457,0.0016812892443860497,0.531946805319468,3000
vae_gmm,44,16,0.01,2,0.06905893236398697,551.3488177149009,3.8346302892937842,-0.00140079506677444,0.0024789337311166377,0.531946805319468,3000
vae_kmeans,44,16,0.01,3,0.07608439773321152,831.3045942399486,2.8275854364985507,0.006964710397410252,0.014106766782676498,0.531946805319468,3000
vae_gmm,44,16,0.01,3,-0.0005490159383043647,262.60023181708124,5.5046421290526935,0.01860353393871448,0.04632198716221977,0.531946805319468,3000
vae_kmeans,44,16,0.01,4,0.07540427148342133,761.9944917657294,2.585680068095144,0.023134228308498362,0.027799712425112356,0.5457454254574543,3000
vae_gmm,44,16,0.01,4,-0.008923190645873547,244.85618729800223,4.772658816362157,0.04344666999521662,0.11428605173970176,0.5322467753224678,3000
vae_kmeans,44,16,0.01,5,0.07442326098680496,700.4934137595968,2.437455061960359,0.02925198733106857,0.03756104824236252,0.5709429057094291,3000
vae_gmm,44,16,0.01,5,-0.006451208610087633,283.2376159129676,4.032338416731228,0.05191565649470818,0.11271560268291313,0.532046795320468,3000
vae_kmeans,44,16,0.01,6,0.07731007784605026,658.0706008262116,2.3254225994159974,0.08030397723878847,0.18090057347361044,0.6039396060393961,3000
vae_gmm,44,16,0.01,6,0.04664214700460434,389.8628654364895,3.2930253125661935,0.04221192317243395,0.15868852847617648,0.5546445355464453,3000
vae_kmeans,44,16,0.01,7,0.07390131801366806,609.5891607794314,2.3007072204468395,0.061656662327927936,0.16234545287196983,0.5966403359664033,3000
vae_gmm,44,16,0.01,7,0.05051311105489731,367.6180064919049,3.1461611430716507,0.0535942193490602,0.136861423533833,0.5671432856714329,3000
vae_kmeans,44,16,0.01,8,0.07137300819158554,570.8170263864894,2.319210525209605,0.055664889802297966,0.15462692601644118,0.5961403859614038,3000
vae_gmm,44,16,0.01,8,0.0001463116641389206,276.5761397498802,3.4086671771108294,0.14729192628793822,0.2118468230713361,0.5951404859514049,3000
vae_kmeans,44,16,0.01,9,0.06535430252552032,538.4144433089065,2.2973743976854024,0.0463234830109236,0.14316054558504218,0.5934406559344065,3000
vae_gmm,44,16,0.01,9,-0.0017575978999957442,250.05737547400716,3.6471326491061173,0.03396197945851736,0.15183631891401206,0.5533446655334466,3000
vae_kmeans,44,16,0.01,10,0.06516110897064209,511.25350043901386,2.2345413957002704,0.040975013235392495,0.1379586807671392,0.5905409459054095,3000
vae_gmm,44,16,0.01,10,0.006171794142574072,266.8100731936207,3.186043377116236,0.024460631107094732,0.14697088755077142,0.5664433556644336,3000
vae_kmeans,44,16,0.01,11,0.06372086703777313,484.9224186393388,2.2283997522478365,0.034439157728096866,0.1289161749059623,0.5885411458854115,3000
vae_gmm,44,16,0.01,11,0.028728757053613663,301.3253778578868,2.8975187279640364,0.038650854411300554,0.13024149940060226,0.5676432356764324,3000
vae_kmeans,44,16,0.01,12,0.06685099005699158,469.28814902902155,2.1567854753579074,0.03147452872675726,0.13131151548466594,0.5856414358564144,3000
vae_gmm,44,16,0.01,12,0.03049464151263237,315.9153902090028,2.6053300425122408,0.02374189921676591,0.11461785332729188,0.5624437556244376,3000
vae_kmeans,44,16,0.01,13,0.06608640402555466,450.8773560463178,2.140140804308698,0.02892791111476109,0.12859767592550791,0.5852414758524147,3000
vae_gmm,44,16,0.01,13,0.010899528861045837,226.95270783303775,3.2973931217607224,0.06700418285861971,0.13923734381587505,0.5637436256374363,3000
vae_kmeans,44,16,0.01,14,0.06409858912229538,434.3901005216253,2.170041674287197,0.026654591705142738,0.12597967793639,0.5806419358064193,3000
vae_gmm,44,16,0.01,14,-0.03427162766456604,196.97722393267736,3.3409030666177792,0.05669599891631418,0.15152760917456862,0.5765423457654234,3000
vae_kmeans,44,16,0.01,15,0.062192726880311966,417.5068595556521,2.152880847934758,0.023662544542351307,0.12108798433612561,0.5793420657934206,3000
vae_gmm,44,16,0.01,15,-0.012818795628845692,219.42625667548705,3.2004144229847613,0.04777148088251077,0.11969909816783775,0.579042095790421,3000
vae_kmeans,44,16,0.05,2,0.08631382137537003,966.9161371981928,3.1456496361325215,0.0006897387122117518,0.0028949462596920463,0.531946805319468,3000
vae_gmm,44,16,0.05,2,0.060785289853811264,600.9887248808157,3.892609303923308,0.14278986030519075,0.14042356281890106,0.531946805319468,3000
vae_kmeans,44,16,0.05,3,0.07108960300683975,775.4158327921408,3.0269329651287857,0.0021176243662090217,0.0023816851405738275,0.531946805319468,3000
vae_gmm,44,16,0.05,3,0.013216502033174038,218.20431811832267,5.729820961132629,0.14825590275702835,0.21610491814878674,0.5738426157384262,3000
vae_kmeans,44,16,0.05,4,0.06706508249044418,678.3171516900021,2.9714936515193235,0.00885714572588461,0.014168174603622869,0.531946805319468,3000
vae_gmm,44,16,0.05,4,0.006840348709374666,363.79574813515904,4.343832074618701,0.08074630573176211,0.1778551461986312,0.5605439456054394,3000
vae_kmeans,44,16,0.05,5,0.07033040374517441,627.8494871226397,2.728358669176316,0.0768017414106126,0.18848106079335972,0.5689431056894311,3000
vae_gmm,44,16,0.05,5,0.010320552624762058,288.0860060623023,4.923147497436967,0.007323746466916017,0.05600675881547267,0.531946805319468,3000
vae_kmeans,44,16,0.05,6,0.06992384791374207,581.0077157597733,2.6099985814312667,0.057129030466990735,0.16961023132119357,0.5675432456754325,3000
vae_gmm,44,16,0.05,6,0.02990868128836155,291.02742153824227,3.8449304292306934,0.19093764256381598,0.21734085661752708,0.6058394160583942,3000
vae_kmeans,44,16,0.05,7,0.0679098516702652,539.6107977481003,2.5278508600086362,0.047867927408781166,0.15531894854110717,0.5645435456454354,3000
vae_gmm,44,16,0.05,7,0.03634181618690491,295.15493495623474,3.450417682615497,0.1940130278491771,0.246376757251586,0.6004399560043996,3000
vae_kmeans,44,16,0.05,8,0.0649157240986824,505.7676420518012,2.470295700325355,0.04017159873190812,0.14447733037904642,0.5624437556244376,3000
vae_gmm,44,16,0.05,8,0.031259242445230484,286.5512326993468,3.3273575656802157,0.16905052572156998,0.2079464972298987,0.5826417358264173,3000
vae_kmeans,44,16,0.05,9,0.06530658155679703,479.58883240130126,2.409270439133984,0.04411637165363433,0.14909738154210375,0.5905409459054095,3000
vae_gmm,44,16,0.05,9,0.01883530430495739,267.2246052342011,3.385703183887925,0.031443465529187024,0.1129739097945285,0.5552444755524447,3000
vae_kmeans,44,16,0.05,10,0.06337810307741165,453.99339310748417,2.423273421393824,0.03788480548430858,0.1410189659786631,0.5908409159084091,3000
vae_gmm,44,16,0.05,10,0.01494111679494381,245.5430901432506,3.31956201910245,0.035366856769531656,0.12265040343288167,0.5613438656134386,3000
vae_kmeans,44,16,0.05,11,0.06357725709676743,433.08757523964545,2.2818991101997894,0.0380875382739747,0.13892281983415303,0.5882411758824118,3000
vae_gmm,44,16,0.05,11,0.01238205749541521,244.08213883319024,3.177128909203297,0.029520679605108773,0.1075048561306484,0.5566443355664433,3000
vae_kmeans,44,16,0.05,12,0.06711672246456146,416.0142784885169,2.2652338731145463,0.031901340531162684,0.13556851416526636,0.5833416658334166,3000
vae_gmm,44,16,0.05,12,0.01006411761045456,226.01675763855744,3.1188277347955062,0.05986678783887609,0.13148216568653068,0.5512448755124487,3000
vae_kmeans,44,16,0.05,13,0.06349103897809982,401.62279830858193,2.261353778598922,0.02810231351002984,0.1309627553738163,0.5791420857914209,3000
vae_gmm,44,16,0.05,13,0.01296892762184143,227.98182030059039,3.350762362543525,0.01885132177400644,0.10950085573104427,0.557944205579442,3000
vae_kmeans,44,16,0.05,14,0.06255625933408737,384.5490046557731,2.2839127533028885,0.026228275164017538,0.1275536798593743,0.5761423857614238,3000
vae_gmm,44,16,0.05,14,0.0006883927853778005,221.68491376974228,3.2880174198918586,0.043816277383705395,0.12916250150263917,0.5620437956204379,3000
vae_kmeans,44,16,0.05,15,0.06183706223964691,374.1768866543134,2.2373250002666123,0.022688398702857666,0.12128591761215922,0.5776422357764224,3000
vae_gmm,44,16,0.05,15,0.009811832569539547,202.21334244925632,3.5401144135779785,0.0476936886589468,0.14886567591298208,0.567043295670433,3000
vae_kmeans,44,16,0.1,2,0.08120057731866837,922.7344090784621,3.216978555735216,-0.0004702877597789903,0.003150962739530368,0.531946805319468,3000
vae_gmm,44,16,0.1,2,0.07645056396722794,814.8158195208738,3.397802882456921,0.00016317271788743036,0.0011072729197007987,0.531946805319468,3000
vae_kmeans,44,16,0.1,3,0.08400166034698486,846.0821163207029,2.838509585908644,-0.00015897183147801108,0.005403994504024553,0.531946805319468,3000
vae_gmm,44,16,0.1,3,0.06186658889055252,686.7183422530417,3.1738319649563453,0.00696452508505836,0.012370956294701752,0.531946805319468,3000
vae_kmeans,44,16,0.1,4,0.07877331227064133,762.1314939709407,2.6479905769399146,0.0012882605316715955,0.004839775126180435,0.531946805319468,3000
vae_gmm,44,16,0.1,4,0.06444001942873001,696.3456162226518,2.8232732023594163,0.002343836586890088,0.0068505284122491435,0.531946805319468,3000
vae_kmeans,44,16,0.1,5,0.08030781894922256,688.9153848625203,2.485574943986298,0.06839393448222839,0.17991624833707237,0.5695430456954305,3000
vae_gmm,44,16,0.1,5,0.03690503537654877,417.03538163726347,3.762534181823618,0.04815409619982547,0.11907043962001013,0.5411458854114588,3000
vae_kmeans,44,16,0.1,6,0.07970347255468369,642.3224392431601,2.3512330768844154,0.0835421762208924,0.18961172730682685,0.6115388461153884,3000
vae_gmm,44,16,0.1,6,0.034568894654512405,457.9978714001022,3.126382396466182,0.17949564249662225,0.2348006119360137,0.6052394760523948,3000
vae_kmeans,44,16,0.1,7,0.07924746721982956,604.4092057088711,2.266591555908288,0.06970351164470132,0.17502221179535862,0.6088391160883911,3000
vae_gmm,44,16,0.1,7,0.0316329225897789,386.05664663188,4.0658759206715995,0.06232405570200103,0.15438851468973036,0.5647435256474352,3000
vae_kmeans,44,16,0.1,8,0.07590150833129883,567.8739600949813,2.2927661677452558,0.05532181088568033,0.15908681281012163,0.6015398460153984,3000
vae_gmm,44,16,0.1,8,0.024152353405952454,330.0821670460311,3.245048196133517,0.05620407037442739,0.1609151327074818,0.5662433756624338,3000
vae_kmeans,44,16,0.1,9,0.07450421899557114,537.5654431616691,2.3439687051403744,0.048443588311605106,0.1485506831750906,0.5984401559844016,3000
vae_gmm,44,16,0.1,9,0.019360467791557312,305.74424105066436,4.136402616270917,0.042807379460592807,0.14530147755441106,0.5621437856214379,3000
vae_kmeans,44,16,0.1,10,0.07222355157136917,510.7584018540581,2.2735907373667392,0.04165687865147678,0.14395907534073257,0.5973402659734026,3000
vae_gmm,44,16,0.1,10,0.01700986549258232,285.84999207707665,4.056348449218346,0.04161192303124522,0.14187217828181523,0.5748425157484252,3000
vae_kmeans,44,16,0.1,11,0.06999851763248444,488.05487735024286,2.2585313208460596,0.03627820125463759,0.13705157389225103,0.5949405059494051,3000
vae_gmm,44,16,0.1,11,0.0024654841981828213,280.2549417626496,4.095876487082131,0.04150665325672949,0.13420743238580843,0.5713428657134286,3000
vae_kmeans,44,16,0.1,12,0.07142981141805649,466.8348571086258,2.1771316499480986,0.03032362201899008,0.13459413032132023,0.5875412458754125,3000
vae_gmm,44,16,0.1,12,0.004090933594852686,274.623891338077,3.8032354942337445,0.041580747657698286,0.12033517717727098,0.5712428757124287,3000
vae_kmeans,44,16,0.1,13,0.07379492372274399,450.50841472660704,2.1990940481475265,0.03075610451946284,0.1267327500803181,0.5896410358964104,3000
vae_gmm,44,16,0.1,13,0.013072564266622066,268.17656973997947,3.4836230886357757,0.0426963966795914,0.1353056498444804,0.5709429057094291,3000
vae_kmeans,44,16,0.1,14,0.07157405465841293,435.9078605699725,2.1723459211150007,0.026979543052216937,0.12075513852768995,0.5872412758724127,3000
vae_gmm,44,16,0.1,14,0.0002612794341985136,236.39948365809184,3.842725649697285,0.0625203085258129,0.14930717013079542,0.5906409359064093,3000
vae_kmeans,44,16,0.1,15,0.06977761536836624,421.5542148748783,2.127849778515656,0.024278777293780654,0.1236815593771782,0.5827417258274172,3000
vae_gmm,44,16,0.1,15,0.010428360663354397,246.3768693129217,3.36094034309741,0.03240319831443493,0.11922902118063462,0.5657434256574343,3000
vae_kmeans,44,16,0.5,2,0.11778941005468369,1086.7775434254274,2.7291581268113085,-0.00140079506677444,0.0024789337311166377,0.531946805319468,3000
vae_gmm,44,16,0.5,2,0.06808475404977798,445.5905240883288,4.629475627448613,0.09558978803275156,0.12875268361485417,0.531946805319468,3000
vae_kmeans,44,16,0.5,3,0.09964440017938614,966.7492809902761,2.737594472271434,0.0008212531642896782,0.0023139937568866596,0.531946805319468,3000
vae_gmm,44,16,0.5,3,0.061372872442007065,664.9863035875143,3.1633041427584483,0.062238783080740975,0.1322492587483298,0.531946805319468,3000
vae_kmeans,44,16,0.5,4,0.09993226081132889,856.6698707390511,2.5164620816681644,0.0028201020357414386,0.00524038417915966,0.531946805319468,3000
vae_gmm,44,16,0.5,4,0.055183589458465576,534.6498490547564,3.6320201939717864,0.12055694591695787,0.2355622057568286,0.5821417858214178,3000
vae_kmeans,44,16,0.5,5,0.10525030642747879,798.078825335137,2.3183404831723236,0.06880019262340768,0.18431504629546702,0.5691430856914309,3000
vae_gmm,44,16,0.5,5,0.1009308248758316,771.8739152068458,2.376240366909834,0.07464905476622373,0.1875058491122756,0.5716428357164284,3000
vae_kmeans,44,16,0.5,6,0.09282103180885315,751.2165830558533,2.170187169754706,0.05264448149407784,0.16583362878855717,0.5663433656634337,3000
vae_gmm,44,16,0.5,6,0.0795915350317955,684.6829857301921,2.465390064321489,0.05603978830989171,0.17215243392489202,0.5702429757024298,3000
vae_kmeans,44,16,0.5,7,0.09755845367908478,699.8362527811576,2.327739286483037,0.044439856091715725,0.15383415254446595,0.5649435056494351,3000
vae_gmm,44,16,0.5,7,0.07132688164710999,612.5750739939251,2.5044064195950235,0.048475693703992934,0.16653344211392138,0.5701429857014298,3000
vae_kmeans,44,16,0.5,8,0.09534169733524323,658.3472265221426,2.229429323887529,0.038306836981419845,0.14844669670497435,0.5649435056494351,3000
vae_gmm,44,16,0.5,8,0.07256998121738434,574.7753610614785,2.5736696779206314,0.04275181776892552,0.15870294803090973,0.5694430556944305,3000
vae_kmeans,44,16,0.5,9,0.09107191860675812,625.1243886215301,2.137505211210021,0.04835499852951473,0.1574187053721649,0.5965403459654035,3000
vae_gmm,44,16,0.5,9,0.06772428750991821,536.1380526553145,2.4939908486010376,0.04145951563325578,0.16134709923692306,0.5681431856814319,3000
vae_kmeans,44,16,0.5,10,0.09631425142288208,594.0160902643362,2.1034593737285907,0.04603937065587446,0.1521317154155033,0.5962403759624038,3000
vae_gmm,44,16,0.5,10,0.060798175632953644,481.23042303617717,2.7836064969050978,0.04454510163655448,0.1561444144780216,0.5691430856914309,3000
vae_kmeans,44,16,0.5,11,0.08250145614147186,565.3042616889868,2.134999072479923,0.03821526672653888,0.14364730085145894,0.5918408159184082,3000
vae_gmm,44,16,0.5,11,0.055847909301519394,460.1018203315096,2.617170704452393,0.038912453704852176,0.1495627644960051,0.5626437356264373,3000
vae_kmeans,44,16,0.5,12,0.09170860797166824,545.1184309299761,2.1087457533812493,0.03277504352869411,0.13769091259034988,0.5734426557344265,3000
vae_gmm,44,16,0.5,12,0.046764690428972244,438.0716371726484,2.6793331105008353,0.042465931257207414,0.15501718597015257,0.5854414558544145,3000
vae_kmeans,44,16,0.5,13,0.08223657310009003,527.2770198104577,2.045225087981248,0.03093333551185164,0.13421924718391948,0.5897410258974103,3000
vae_gmm,44,16,0.5,13,0.02952980250120163,388.8945941691849,2.9604280406566863,0.04255610218158936,0.161618089793458,0.5769423057694231,3000
vae_kmeans,44,16,0.5,14,0.08607173711061478,510.8761991641793,2.0416594910582724,0.027571508654685283,0.12944083821429256,0.5866413358664133,3000
vae_gmm,44,16,0.5,14,0.040577538311481476,367.64681261842964,3.0677812100653408,0.028859082405652353,0.13549386915273448,0.5608439156084392,3000
vae_kmeans,44,16,0.5,15,0.08740568161010742,492.2172405329628,2.020313353548358,0.02575287523274961,0.1256101311598561,0.5860413958604139,3000
vae_gmm,44,16,0.5,15,0.041401077061891556,364.97991506910057,3.1673707425115873,0.03602694515181027,0.16364881093885922,0.5815418458154185,3000
vae_kmeans,44,16,1.0,2,0.10930881649255753,1229.9000105977464,2.774401750476849,0.00026507285020792244,0.0041593035499500625,0.531946805319468,3000
vae_gmm,44,16,1.0,2,0.07360123842954636,807.5361339237201,3.4345240063442053,0.085369880703516,0.1049578907983826,0.531946805319468,3000
vae_kmeans,44,16,1.0,3,0.11924328655004501,1129.5747135907131,2.4892438861148207,0.0002921622295844975,0.0024411481680320832,0.531946805319468,3000
vae_gmm,44,16,1.0,3,0.08551491051912308,835.8864611893188,3.4637632456941403,0.021619066771947165,0.05647695739678531,0.531946805319468,3000
vae_kmeans,44,16,1.0,4,0.10892598330974579,1041.0376413226002,2.2436286955624904,0.0009885085265436517,0.003231826922960172,0.531946805319468,3000
vae_gmm,44,16,1.0,4,0.08343865722417831,839.7652202508963,2.8017945159250264,0.026887611069968172,0.07375693053202954,0.531946805319468,3000
vae_kmeans,44,16,1.0,5,0.1151769608259201,957.3246506408755,2.0693335579616714,0.05907154831007392,0.16144335762492512,0.561943805619438,3000
vae_gmm,44,16,1.0,5,0.07829347997903824,732.5925545787601,2.508982088458146,0.06569206329649507,0.11313901786914941,0.5322467753224678,3000
vae_kmeans,44,16,1.0,6,0.11319002509117126,902.3578863096858,1.9792093654296263,0.07933713500106117,0.17809509289245298,0.6085391460853915,3000
vae_gmm,44,16,1.0,6,0.09736184030771255,731.1458028100649,2.4207101907162056,0.10834814186631533,0.20017336395130095,0.6071392860713929,3000
vae_kmeans,44,16,1.0,7,0.11305234581232071,856.8156567864426,1.9419030942740942,0.0652472789611849,0.1650721724631838,0.6044395560443956,3000
vae_gmm,44,16,1.0,7,0.07820861041545868,687.8160583041002,2.3459478675640617,0.08057303551335183,0.1835700261005033,0.6031396860313969,3000
vae_kmeans,44,16,1.0,8,0.11178766191005707,813.6236687008488,1.8357405922926704,0.056235519667872845,0.1565132077118317,0.6013398660133986,3000
